"","Notes","Residence State","Residence State Code","MMWR Week","MMWR Week Code","UCD - ICD Sub-Chapter","UCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Deaths","Population","Crude Rate"
"188",NA,"Florida","12","2018 Week 01 ending January 06, 2018","2018/01","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"189",NA,"Florida","12","2018 Week 01 ending January 06, 2018","2018/01","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"190",NA,"Florida","12","2018 Week 02 ending January 13, 2018","2018/02","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"191",NA,"Florida","12","2018 Week 02 ending January 13, 2018","2018/02","Renal failure","N17-N19","75-84 years","75-84",21,"Not Applicable","Not Applicable"
"192",NA,"Florida","12","2018 Week 02 ending January 13, 2018","2018/02","Renal failure","N17-N19","85+ years","85+",25,"Not Applicable","Not Applicable"
"193",NA,"Florida","12","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"194",NA,"Florida","12","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"195",NA,"Florida","12","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","75-84 years","75-84",19,"Not Applicable","Not Applicable"
"196",NA,"Florida","12","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","85+ years","85+",20,"Not Applicable","Not Applicable"
"197",NA,"Florida","12","2018 Week 04 ending January 27, 2018","2018/04","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"198",NA,"Florida","12","2018 Week 04 ending January 27, 2018","2018/04","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"199",NA,"Florida","12","2018 Week 04 ending January 27, 2018","2018/04","Renal failure","N17-N19","85+ years","85+",25,"Not Applicable","Not Applicable"
"200",NA,"Florida","12","2018 Week 05 ending February 03, 2018","2018/05","Renal failure","N17-N19","55-64 years","55-64",12,"Not Applicable","Not Applicable"
"201",NA,"Florida","12","2018 Week 05 ending February 03, 2018","2018/05","Renal failure","N17-N19","65-74 years","65-74",19,"Not Applicable","Not Applicable"
"202",NA,"Florida","12","2018 Week 05 ending February 03, 2018","2018/05","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"203",NA,"Florida","12","2018 Week 05 ending February 03, 2018","2018/05","Renal failure","N17-N19","85+ years","85+",24,"Not Applicable","Not Applicable"
"204",NA,"Florida","12","2018 Week 06 ending February 10, 2018","2018/06","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"205",NA,"Florida","12","2018 Week 06 ending February 10, 2018","2018/06","Renal failure","N17-N19","85+ years","85+",22,"Not Applicable","Not Applicable"
"206",NA,"Florida","12","2018 Week 07 ending February 17, 2018","2018/07","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"207",NA,"Florida","12","2018 Week 07 ending February 17, 2018","2018/07","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"208",NA,"Florida","12","2018 Week 07 ending February 17, 2018","2018/07","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"209",NA,"Florida","12","2018 Week 08 ending February 24, 2018","2018/08","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"210",NA,"Florida","12","2018 Week 08 ending February 24, 2018","2018/08","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"211",NA,"Florida","12","2018 Week 08 ending February 24, 2018","2018/08","Renal failure","N17-N19","85+ years","85+",17,"Not Applicable","Not Applicable"
"212",NA,"Florida","12","2018 Week 09 ending March 03, 2018","2018/09","Renal failure","N17-N19","65-74 years","65-74",12,"Not Applicable","Not Applicable"
"213",NA,"Florida","12","2018 Week 09 ending March 03, 2018","2018/09","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
"214",NA,"Florida","12","2018 Week 09 ending March 03, 2018","2018/09","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"215",NA,"Florida","12","2018 Week 10 ending March 10, 2018","2018/10","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"216",NA,"Florida","12","2018 Week 10 ending March 10, 2018","2018/10","Renal failure","N17-N19","85+ years","85+",22,"Not Applicable","Not Applicable"
"217",NA,"Florida","12","2018 Week 11 ending March 17, 2018","2018/11","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"218",NA,"Florida","12","2018 Week 11 ending March 17, 2018","2018/11","Renal failure","N17-N19","75-84 years","75-84",17,"Not Applicable","Not Applicable"
"219",NA,"Florida","12","2018 Week 11 ending March 17, 2018","2018/11","Renal failure","N17-N19","85+ years","85+",20,"Not Applicable","Not Applicable"
"220",NA,"Florida","12","2018 Week 12 ending March 24, 2018","2018/12","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"221",NA,"Florida","12","2018 Week 12 ending March 24, 2018","2018/12","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"222",NA,"Florida","12","2018 Week 12 ending March 24, 2018","2018/12","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"223",NA,"Florida","12","2018 Week 13 ending March 31, 2018","2018/13","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"224",NA,"Florida","12","2018 Week 13 ending March 31, 2018","2018/13","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"225",NA,"Florida","12","2018 Week 13 ending March 31, 2018","2018/13","Renal failure","N17-N19","75-84 years","75-84",23,"Not Applicable","Not Applicable"
"226",NA,"Florida","12","2018 Week 13 ending March 31, 2018","2018/13","Renal failure","N17-N19","85+ years","85+",22,"Not Applicable","Not Applicable"
"227",NA,"Florida","12","2018 Week 14 ending April 07, 2018","2018/14","Renal failure","N17-N19","65-74 years","65-74",18,"Not Applicable","Not Applicable"
"228",NA,"Florida","12","2018 Week 14 ending April 07, 2018","2018/14","Renal failure","N17-N19","75-84 years","75-84",23,"Not Applicable","Not Applicable"
"229",NA,"Florida","12","2018 Week 14 ending April 07, 2018","2018/14","Renal failure","N17-N19","85+ years","85+",25,"Not Applicable","Not Applicable"
"230",NA,"Florida","12","2018 Week 15 ending April 14, 2018","2018/15","Renal failure","N17-N19","55-64 years","55-64",12,"Not Applicable","Not Applicable"
"231",NA,"Florida","12","2018 Week 15 ending April 14, 2018","2018/15","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"232",NA,"Florida","12","2018 Week 15 ending April 14, 2018","2018/15","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"233",NA,"Florida","12","2018 Week 15 ending April 14, 2018","2018/15","Renal failure","N17-N19","85+ years","85+",22,"Not Applicable","Not Applicable"
"234",NA,"Florida","12","2018 Week 16 ending April 21, 2018","2018/16","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"235",NA,"Florida","12","2018 Week 16 ending April 21, 2018","2018/16","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"236",NA,"Florida","12","2018 Week 16 ending April 21, 2018","2018/16","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"237",NA,"Florida","12","2018 Week 17 ending April 28, 2018","2018/17","Renal failure","N17-N19","65-74 years","65-74",13,"Not Applicable","Not Applicable"
"238",NA,"Florida","12","2018 Week 17 ending April 28, 2018","2018/17","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"239",NA,"Florida","12","2018 Week 17 ending April 28, 2018","2018/17","Renal failure","N17-N19","85+ years","85+",16,"Not Applicable","Not Applicable"
"240",NA,"Florida","12","2018 Week 18 ending May 05, 2018","2018/18","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"241",NA,"Florida","12","2018 Week 19 ending May 12, 2018","2018/19","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"242",NA,"Florida","12","2018 Week 19 ending May 12, 2018","2018/19","Renal failure","N17-N19","75-84 years","75-84",10,"Not Applicable","Not Applicable"
"243",NA,"Florida","12","2018 Week 19 ending May 12, 2018","2018/19","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"244",NA,"Florida","12","2018 Week 20 ending May 19, 2018","2018/20","Renal failure","N17-N19","65-74 years","65-74",17,"Not Applicable","Not Applicable"
"245",NA,"Florida","12","2018 Week 20 ending May 19, 2018","2018/20","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"246",NA,"Florida","12","2018 Week 20 ending May 19, 2018","2018/20","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"247",NA,"Florida","12","2018 Week 21 ending May 26, 2018","2018/21","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"248",NA,"Florida","12","2018 Week 21 ending May 26, 2018","2018/21","Renal failure","N17-N19","75-84 years","75-84",12,"Not Applicable","Not Applicable"
"249",NA,"Florida","12","2018 Week 21 ending May 26, 2018","2018/21","Renal failure","N17-N19","85+ years","85+",14,"Not Applicable","Not Applicable"
"250",NA,"Florida","12","2018 Week 22 ending June 02, 2018","2018/22","Renal failure","N17-N19","65-74 years","65-74",18,"Not Applicable","Not Applicable"
"251",NA,"Florida","12","2018 Week 22 ending June 02, 2018","2018/22","Renal failure","N17-N19","75-84 years","75-84",19,"Not Applicable","Not Applicable"
"252",NA,"Florida","12","2018 Week 22 ending June 02, 2018","2018/22","Renal failure","N17-N19","85+ years","85+",20,"Not Applicable","Not Applicable"
"253",NA,"Florida","12","2018 Week 23 ending June 09, 2018","2018/23","Renal failure","N17-N19","65-74 years","65-74",10,"Not Applicable","Not Applicable"
"254",NA,"Florida","12","2018 Week 23 ending June 09, 2018","2018/23","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"255",NA,"Florida","12","2018 Week 23 ending June 09, 2018","2018/23","Renal failure","N17-N19","85+ years","85+",15,"Not Applicable","Not Applicable"
"256",NA,"Florida","12","2018 Week 24 ending June 16, 2018","2018/24","Renal failure","N17-N19","65-74 years","65-74",16,"Not Applicable","Not Applicable"
"257",NA,"Florida","12","2018 Week 24 ending June 16, 2018","2018/24","Renal failure","N17-N19","75-84 years","75-84",11,"Not Applicable","Not Applicable"
"258",NA,"Florida","12","2018 Week 24 ending June 16, 2018","2018/24","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"259",NA,"Florida","12","2018 Week 25 ending June 23, 2018","2018/25","Renal failure","N17-N19","65-74 years","65-74",14,"Not Applicable","Not Applicable"
"260",NA,"Florida","12","2018 Week 25 ending June 23, 2018","2018/25","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"261",NA,"Florida","12","2018 Week 25 ending June 23, 2018","2018/25","Renal failure","N17-N19","85+ years","85+",11,"Not Applicable","Not Applicable"
"262",NA,"Florida","12","2018 Week 26 ending June 30, 2018","2018/26","Renal failure","N17-N19","55-64 years","55-64",10,"Not Applicable","Not Applicable"
"263",NA,"Florida","12","2018 Week 26 ending June 30, 2018","2018/26","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"264",NA,"Florida","12","2018 Week 26 ending June 30, 2018","2018/26","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"265",NA,"Florida","12","2018 Week 26 ending June 30, 2018","2018/26","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"266",NA,"Florida","12","2018 Week 27 ending July 07, 2018","2018/27","Renal failure","N17-N19","55-64 years","55-64",11,"Not Applicable","Not Applicable"
"267",NA,"Florida","12","2018 Week 27 ending July 07, 2018","2018/27","Renal failure","N17-N19","65-74 years","65-74",16,"Not Applicable","Not Applicable"
"268",NA,"Florida","12","2018 Week 27 ending July 07, 2018","2018/27","Renal failure","N17-N19","75-84 years","75-84",22,"Not Applicable","Not Applicable"
"269",NA,"Florida","12","2018 Week 27 ending July 07, 2018","2018/27","Renal failure","N17-N19","85+ years","85+",16,"Not Applicable","Not Applicable"
"270",NA,"Florida","12","2018 Week 28 ending July 14, 2018","2018/28","Renal failure","N17-N19","65-74 years","65-74",15,"Not Applicable","Not Applicable"
"271",NA,"Florida","12","2018 Week 28 ending July 14, 2018","2018/28","Renal failure","N17-N19","75-84 years","75-84",15,"Not Applicable","Not Applicable"
"272",NA,"Florida","12","2018 Week 28 ending July 14, 2018","2018/28","Renal failure","N17-N19","85+ years","85+",21,"Not Applicable","Not Applicable"
"273",NA,"Florida","12","2018 Week 29 ending July 21, 2018","2018/29","Renal failure","N17-N19","65-74 years","65-74",16,"Not Applicable","Not Applicable"
"274",NA,"Florida","12","2018 Week 29 ending July 21, 2018","2018/29","Renal failure","N17-N19","75-84 years","75-84",20,"Not Applicable","Not Applicable"
"275",NA,"Florida","12","2018 Week 29 ending July 21, 2018","2018/29","Renal failure","N17-N19","85+ years","85+",20,"Not Applicable","Not Applicable"
"276",NA,"Florida","12","2018 Week 30 ending July 28, 2018","2018/30","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"277",NA,"Florida","12","2018 Week 30 ending July 28, 2018","2018/30","Renal failure","N17-N19","85+ years","85+",27,"Not Applicable","Not Applicable"
"278",NA,"Florida","12","2018 Week 31 ending August 04, 2018","2018/31","Renal failure","N17-N19","65-74 years","65-74",16,"Not Applicable","Not Applicable"
"279",NA,"Florida","12","2018 Week 31 ending August 04, 2018","2018/31","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"280",NA,"Florida","12","2018 Week 31 ending August 04, 2018","2018/31","Renal failure","N17-N19","85+ years","85+",18,"Not Applicable","Not Applicable"
"281",NA,"Florida","12","2018 Week 32 ending August 11, 2018","2018/32","Renal failure","N17-N19","75-84 years","75-84",16,"Not Applicable","Not Applicable"
"282",NA,"Florida","12","2018 Week 32 ending August 11, 2018","2018/32","Renal failure","N17-N19","85+ years","85+",22,"Not Applicable","Not Applicable"
"283",NA,"Florida","12","2018 Week 33 ending August 18, 2018","2018/33","Renal failure","N17-N19","65-74 years","65-74",11,"Not Applicable","Not Applicable"
"284",NA,"Florida","12","2018 Week 33 ending August 18, 2018","2018/33","Renal failure","N17-N19","75-84 years","75-84",14,"Not Applicable","Not Applicable"
"285",NA,"Florida","12","2018 Week 33 ending August 18, 2018","2018/33","Renal failure","N17-N19","85+ years","85+",12,"Not Applicable","Not Applicable"
"286",NA,"Florida","12","2018 Week 34 ending August 25, 2018","2018/34","Renal failure","N17-N19","75-84 years","75-84",18,"Not Applicable","Not Applicable"
